200125 135038.850|CONFIG|Thread-2|setFileHandlers|Now logging to C:\Users\mihir\Documents\NetBeansProjects\RRUIL\logs directory.
200125 144434.357|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 144434.482|INFO|Thread-35|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #713 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144434.482|INFO|Thread-35|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #713, o#713 ) recieveObject
200125 144434.482|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144434.482|INFO|Thread-35|dumpPacket|    To: TEAM141 @ site 1
200125 144434.482|INFO|Thread-35|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 88 NEW 39 min 2369898ms from TEAM141 @ site 1 id Run-4316086609281338388 problem Food_Supply--1294810684602873389 lang Java-219397506908346364
200125 144434.482|INFO|Thread-35|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #713 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144434.482|INFO|Thread-35|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #713, o#713 ) handlePacket
200125 144434.482|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144434.482|INFO|Thread-35|dumpPacket|    To: TEAM141 @ site 1
200125 144434.482|INFO|Thread-35|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 88 NEW 39 min 2369898ms from TEAM141 @ site 1 id Run-4316086609281338388 problem Food_Supply--1294810684602873389 lang Java-219397506908346364
200125 144435.336|INFO|Thread-35|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #713 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144456.916|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #721 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144456.916|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT (Seq #721, o#721 ) recieveObject
200125 144456.916|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144456.916|INFO|Thread-36|dumpPacket|    To: TEAM141 @ site 1
200125 144456.916|INFO|Thread-36|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--2016475423680687258 id JudgementRecord-2790212066406400983
200125 144456.916|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 88 JUDGED 39 min 2369898ms from TEAM141 @ site 1 id Run-4316086609281338388 problem Food_Supply--1294810684602873389 lang Java-219397506908346364
200125 144456.916|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 144456.916|INFO|Thread-36|info|handlePacket start Packet[RUN_JUDGEMENT] #721 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 144456.916|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT (Seq #721, o#721 ) handlePacket
200125 144456.916|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 144456.916|INFO|Thread-36|dumpPacket|    To: TEAM141 @ site 1
200125 144456.916|INFO|Thread-36|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--2016475423680687258 id JudgementRecord-2790212066406400983
200125 144456.916|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 88 JUDGED 39 min 2369898ms from TEAM141 @ site 1 id Run-4316086609281338388 problem Food_Supply--1294810684602873389 lang Java-219397506908346364
200125 144456.916|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 144509.928|INFO|Thread-36|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 88 JUDGED 39 min 2369898ms from TEAM141 @ site 1 id Run-4316086609281338388 problem Food_Supply--1294810684602873389 lang Java-219397506908346364; runFiles=null
200125 144509.928|INFO|Thread-36|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 144509.928|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #721 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 145345.269|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Memory Sort Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\memory_sort.java
200125 145345.269|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 145345.285|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 145345.410|INFO|Thread-38|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #881 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 145345.410|INFO|Thread-38|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #881, o#881 ) recieveObject
200125 145345.410|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 145345.410|INFO|Thread-38|dumpPacket|    To: TEAM141 @ site 1
200125 145345.410|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 118 NEW 48 min 2920838ms from TEAM141 @ site 1 id Run--4391009246529072412 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 145345.410|INFO|Thread-38|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #881 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 145345.410|INFO|Thread-38|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #881, o#881 ) handlePacket
200125 145345.410|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 145345.410|INFO|Thread-38|dumpPacket|    To: TEAM141 @ site 1
200125 145345.410|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 118 NEW 48 min 2920838ms from TEAM141 @ site 1 id Run--4391009246529072412 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 145346.508|INFO|Thread-38|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #881 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 145528.301|INFO|Thread-39|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #925 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 145528.301|INFO|Thread-39|dumpPacket|Packet RUN_JUDGEMENT (Seq #925, o#925 ) recieveObject
200125 145528.301|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 145528.301|INFO|Thread-39|dumpPacket|    To: TEAM141 @ site 1
200125 145528.301|INFO|Thread-39|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--2016475423680687258 id JudgementRecord-1499179204412581846
200125 145528.301|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 118 JUDGED 48 min 2920838ms from TEAM141 @ site 1 id Run--4391009246529072412 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 145528.301|INFO|Thread-39|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 145528.301|INFO|Thread-39|info|handlePacket start Packet[RUN_JUDGEMENT] #925 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 145528.301|INFO|Thread-39|dumpPacket|Packet RUN_JUDGEMENT (Seq #925, o#925 ) handlePacket
200125 145528.301|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 145528.301|INFO|Thread-39|dumpPacket|    To: TEAM141 @ site 1
200125 145528.301|INFO|Thread-39|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--2016475423680687258 id JudgementRecord-1499179204412581846
200125 145528.301|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 118 JUDGED 48 min 2920838ms from TEAM141 @ site 1 id Run--4391009246529072412 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 145528.301|INFO|Thread-39|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 150333.495|INFO|Thread-39|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 118 JUDGED 48 min 2920838ms from TEAM141 @ site 1 id Run--4391009246529072412 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364; runFiles=null
200125 150333.511|INFO|Thread-39|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 150333.511|INFO|Thread-39|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #925 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 150348.318|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Occurring Difference Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\occurring_difference.java
200125 150348.328|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #10 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 150348.328|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #10 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 150348.478|INFO|Thread-41|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1085 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 150348.478|INFO|Thread-41|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1085, o#1085 ) recieveObject
200125 150348.478|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 150348.478|INFO|Thread-41|dumpPacket|    To: TEAM141 @ site 1
200125 150348.478|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 144 NEW 58 min 3523901ms from TEAM141 @ site 1 id Run-3664388518063578739 problem Occurring_Difference-6619825484757233219 lang Java-219397506908346364
200125 150348.478|INFO|Thread-41|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1085 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 150348.478|INFO|Thread-41|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1085, o#1085 ) handlePacket
200125 150348.478|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 150348.478|INFO|Thread-41|dumpPacket|    To: TEAM141 @ site 1
200125 150348.478|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 144 NEW 58 min 3523901ms from TEAM141 @ site 1 id Run-3664388518063578739 problem Occurring_Difference-6619825484757233219 lang Java-219397506908346364
200125 150349.619|INFO|Thread-41|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1085 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 150421.902|INFO|Thread-42|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1101 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 150421.902|INFO|Thread-42|dumpPacket|Packet RUN_JUDGEMENT (Seq #1101, o#1101 ) recieveObject
200125 150421.902|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 150421.902|INFO|Thread-42|dumpPacket|    To: TEAM141 @ site 1
200125 150421.902|INFO|Thread-42|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord-848219761751239831
200125 150421.902|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 144 JUDGED 58 min 3523901ms from TEAM141 @ site 1 id Run-3664388518063578739 problem Occurring_Difference-6619825484757233219 lang Java-219397506908346364
200125 150421.902|INFO|Thread-42|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 150421.902|INFO|Thread-42|info|handlePacket start Packet[RUN_JUDGEMENT] #1101 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 150421.902|INFO|Thread-42|dumpPacket|Packet RUN_JUDGEMENT (Seq #1101, o#1101 ) handlePacket
200125 150421.902|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 150421.902|INFO|Thread-42|dumpPacket|    To: TEAM141 @ site 1
200125 150421.902|INFO|Thread-42|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord-848219761751239831
200125 150421.902|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 144 JUDGED 58 min 3523901ms from TEAM141 @ site 1 id Run-3664388518063578739 problem Occurring_Difference-6619825484757233219 lang Java-219397506908346364
200125 150421.902|INFO|Thread-42|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 150451.690|INFO|Thread-42|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 144 JUDGED 58 min 3523901ms from TEAM141 @ site 1 id Run-3664388518063578739 problem Occurring_Difference-6619825484757233219 lang Java-219397506908346364; runFiles=null
200125 150451.690|INFO|Thread-42|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 150451.690|INFO|Thread-42|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1101 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 151628.084|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Roads Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\roads.java
200125 151628.084|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #11 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 151628.084|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #11 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 151628.231|INFO|Thread-44|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1306 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 151628.231|INFO|Thread-44|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1306, o#1306 ) recieveObject
200125 151628.231|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 151628.231|INFO|Thread-44|dumpPacket|    To: TEAM141 @ site 1
200125 151628.231|INFO|Thread-44|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 NEW 71 min 4283693ms from TEAM141 @ site 1 id Run-5753557902290862814 problem Roads--3863514496655263635 lang Java-219397506908346364
200125 151628.231|INFO|Thread-44|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1306 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 151628.231|INFO|Thread-44|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1306, o#1306 ) handlePacket
200125 151628.231|INFO|Thread-44|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 151628.231|INFO|Thread-44|dumpPacket|    To: TEAM141 @ site 1
200125 151628.231|INFO|Thread-44|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 NEW 71 min 4283693ms from TEAM141 @ site 1 id Run-5753557902290862814 problem Roads--3863514496655263635 lang Java-219397506908346364
200125 151629.018|INFO|Thread-44|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1306 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 151822.605|INFO|Thread-45|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1336 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 151822.605|INFO|Thread-45|dumpPacket|Packet RUN_JUDGEMENT (Seq #1336, o#1336 ) recieveObject
200125 151822.605|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 151822.605|INFO|Thread-45|dumpPacket|    To: TEAM141 @ site 1
200125 151822.605|INFO|Thread-45|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord-4602851287903523887
200125 151822.605|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 JUDGED 71 min 4283693ms from TEAM141 @ site 1 id Run-5753557902290862814 problem Roads--3863514496655263635 lang Java-219397506908346364
200125 151822.605|INFO|Thread-45|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 151822.605|INFO|Thread-45|info|handlePacket start Packet[RUN_JUDGEMENT] #1336 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 151822.620|INFO|Thread-45|dumpPacket|Packet RUN_JUDGEMENT (Seq #1336, o#1336 ) handlePacket
200125 151822.620|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 151822.620|INFO|Thread-45|dumpPacket|    To: TEAM141 @ site 1
200125 151822.620|INFO|Thread-45|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE3 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord-4602851287903523887
200125 151822.620|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 177 JUDGED 71 min 4283693ms from TEAM141 @ site 1 id Run-5753557902290862814 problem Roads--3863514496655263635 lang Java-219397506908346364
200125 151822.620|INFO|Thread-45|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 151828.111|INFO|Thread-45|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 177 JUDGED 71 min 4283693ms from TEAM141 @ site 1 id Run-5753557902290862814 problem Roads--3863514496655263635 lang Java-219397506908346364; runFiles=null
200125 151828.111|INFO|Thread-45|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 151828.111|INFO|Thread-45|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1336 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 152250.587|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Memory Sort Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\memory_sort.java
200125 152250.587|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #12 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 152250.587|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #12 TEAM141 @ site 1 -> SERVER0 @ site 1
200125 152250.743|INFO|Thread-47|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #1448 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 152250.743|INFO|Thread-47|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1448, o#1448 ) recieveObject
200125 152250.743|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 152250.743|INFO|Thread-47|dumpPacket|    To: TEAM141 @ site 1
200125 152250.743|INFO|Thread-47|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 196 NEW 77 min 4666198ms from TEAM141 @ site 1 id Run-5227601900132278292 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 152250.743|INFO|Thread-47|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #1448 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 152250.743|INFO|Thread-47|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #1448, o#1448 ) handlePacket
200125 152250.743|INFO|Thread-47|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 152250.743|INFO|Thread-47|dumpPacket|    To: TEAM141 @ site 1
200125 152250.743|INFO|Thread-47|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 196 NEW 77 min 4666198ms from TEAM141 @ site 1 id Run-5227601900132278292 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 152252.118|INFO|Thread-47|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #1448 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 152341.433|INFO|Thread-48|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #1470 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 152341.433|INFO|Thread-48|dumpPacket|Packet RUN_JUDGEMENT (Seq #1470, o#1470 ) recieveObject
200125 152341.433|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 152341.433|INFO|Thread-48|dumpPacket|    To: TEAM141 @ site 1
200125 152341.433|INFO|Thread-48|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--4905881180914742037
200125 152341.433|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 196 JUDGED 77 min 4666198ms from TEAM141 @ site 1 id Run-5227601900132278292 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 152341.433|INFO|Thread-48|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 152341.433|INFO|Thread-48|info|handlePacket start Packet[RUN_JUDGEMENT] #1470 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 152341.433|INFO|Thread-48|dumpPacket|Packet RUN_JUDGEMENT (Seq #1470, o#1470 ) handlePacket
200125 152341.433|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 152341.433|INFO|Thread-48|dumpPacket|    To: TEAM141 @ site 1
200125 152341.433|INFO|Thread-48|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7524513528622929350 id JudgementRecord--4905881180914742037
200125 152341.433|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 196 JUDGED 77 min 4666198ms from TEAM141 @ site 1 id Run-5227601900132278292 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364
200125 152341.433|INFO|Thread-48|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200125 153106.986|INFO|Thread-49|info| receiveObject(S) start got Packet[UPDATE_SETTING] #1577 SERVER0 @ site 1 -> SERVER0 @ site 0
200125 153106.986|INFO|Thread-49|dumpPacket|Packet UPDATE_SETTING (Seq #1577, o#14 ) recieveObject
200125 153106.986|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 153106.986|INFO|Thread-49|dumpPacket|    To: SERVER0 @ site 0
200125 153106.986|INFO|Thread-49|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@7b2cfea5
200125 153106.986|INFO|Thread-49|info|handlePacket start Packet[UPDATE_SETTING] #1577 SERVER0 @ site 1 -> SERVER0 @ site 0
200125 153106.986|INFO|Thread-49|dumpPacket|Packet UPDATE_SETTING (Seq #1577, o#14 ) handlePacket
200125 153106.986|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (LAPTOP-MORBFQOT @ 192.168.1.42) (Contest Id: Default-5306661937380324558)
200125 153106.986|INFO|Thread-49|dumpPacket|    To: SERVER0 @ site 0
200125 153106.986|INFO|Thread-49|dumpPacket|   key: CONTEST_INFORMATION is: edu.csus.ecs.pc2.core.model.ContestInformation edu.csus.ecs.pc2.core.model.ContestInformation@7b2cfea5
200125 153107.002|INFO|Thread-49|info|handlePacket end Packet[UPDATE_SETTING] #1577 SERVER0 @ site 1 -> SERVER0 @ site 0
200125 153107.002|INFO|Thread-49|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #1577 SERVER0 @ site 1 -> SERVER0 @ site 0
200125 153330.226|INFO|Thread-48|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 196 JUDGED 77 min 4666198ms from TEAM141 @ site 1 id Run-5227601900132278292 problem Memory_Sort-5252947226233096441 lang Java-219397506908346364; runFiles=null
200125 153330.226|INFO|Thread-48|runChanged|Event not for me: sent to null but my ID is TEAM141 @ site 1
200125 153330.226|INFO|Thread-48|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #1470 SERVER0 @ site 1 -> TEAM141 @ site 1
200125 153348.042|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Food Supply Java file: C:\Users\mihir\Documents\NetBeansProjects\RRUIL\src\food_supply.java
